tradeline_id,report_id,creditor_name,account_reference,account_type,account_status_raw,section_group,date_opened,date_reported,last_activity_date,high_credit,credit_limit,balance,past_due_amount,late_30_count,late_60_count,late_90_count,bureau_source,credit_utilization_ratio,account_age_months,is_derogatory_flag
3958,397,Discover,ACCT0003958,Installment,CUR WAS 90,DEROGATORY,2023-11-01,2024-01-01,2023-07-02,16609,0,12390,2141,3,2,2,XP/TU/EF,,2,1
3959,397,Verizon,ACCT0003959,Mortgage,CHARGE OFF,DEROGATORY,2022-04-18,2023-12-23,2023-08-30,279806,279806,126547,126547,4,4,2,TU,0.4523,21,1
3960,397,Navy Federal,ACCT0003960,Mortgage,COLLECTION,DEROGATORY,2015-05-15,2024-01-09,2024-01-09,146797,146797,51064,51064,5,2,2,XP,0.3479,104,1
3961,397,Ally Financial,ACCT0003961,Revolving,AS AGREED,OPEN,2017-01-10,2023-12-23,2023-10-22,300,300,312,0,0,0,0,TU,1.04,84,0
3962,397,Fifth Third,ACCT0003962,Installment,AS AGREED,OPEN,2023-11-01,2024-01-28,2023-12-17,52020,0,8005,0,0,0,0,XP/TU,,2,0
3963,397,Pennymac,ACCT0003963,Auto,AS AGREED,OPEN,2010-01-09,2023-12-18,2023-09-06,62068,0,13899,0,0,0,0,TU,,168,0
3964,397,Verizon,ACCT0003964,Auto,AS AGREED,OPEN,2015-06-30,2024-01-27,2023-08-05,6205,0,5404,0,0,0,0,XP/TU,,103,0
3965,397,GEMB/JCP,ACCT0003965,Mortgage,CUR WAS 90,DEROGATORY,2022-01-07,2023-12-19,2023-09-06,197143,197143,73540,6790,1,3,1,TU,0.373,24,1
3966,397,Citi,ACCT0003966,Revolving,COLLECTION,DEROGATORY,2011-08-27,2024-01-20,2023-10-26,1000,1000,552,552,3,3,1,XP/EF,0.552,149,1
3967,397,Santander,ACCT0003967,Auto,CHARGE OFF,DEROGATORY,2019-09-01,2023-12-21,2023-09-28,33487,0,18682,18682,2,3,2,TU,,52,1
3968,398,Truist,ACCT0003968,Mortgage,CUR WAS 30,DEROGATORY,2024-02-27,2024-04-26,2024-03-11,109861,109861,43118,4260,2,0,0,XP/TU,0.3925,3,1
3969,398,Cavalry Portfolio,ACCT0003969,Mortgage,CUR WAS 60,DEROGATORY,2016-11-21,2024-05-07,2024-05-07,180808,180808,134260,7266,3,2,0,XP/EF,0.7426,90,1
3970,398,Chase,ACCT0003970,Revolving,CUR WAS 90,DEROGATORY,2019-05-18,2024-05-17,2024-04-09,7500,7500,6037,1889,2,3,2,XP/EF,0.8049,60,1
3971,398,HSBC,ACCT0003971,Revolving,COLLECTION,DEROGATORY,2009-09-13,2024-05-02,2023-11-23,15000,15000,9317,9317,0,3,2,TU,0.6211,176,1
3972,398,Navient,ACCT0003972,Auto,COLLECTION,DEROGATORY,2011-04-26,2024-05-11,2023-10-29,11265,0,7962,7962,1,3,2,TU,,157,1
3973,398,Chase,ACCT0003973,Installment,AS AGREED,OPEN,2009-08-28,2024-05-25,2023-12-09,63100,0,8915,0,0,0,0,TU/EF,,177,0
3974,398,Navient,ACCT0003974,Auto,AS AGREED,OPEN,2021-10-15,2024-04-18,2024-02-20,44459,0,23898,0,0,0,0,XP/TU/EF,,31,0
3975,398,TD Bank,ACCT0003975,Other,PAID,CLOSED,2017-04-15,2024-04-20,2024-03-26,2000,2000,0,0,0,0,0,EF,0.0,85,0
3976,398,Navient,ACCT0003976,Mortgage,AS AGREED,OPEN,2021-06-22,2024-04-29,2023-12-18,248154,248154,173414,0,0,0,0,XP/TU,0.6988,35,0
3977,399,TD Bank,ACCT0003977,Other,CUR WAS 30,DEROGATORY,2020-08-16,2021-08-07,2021-04-05,10000,10000,7607,1118,1,0,0,XP/TU,0.7607,13,1
3978,399,GTE Southwest,ACCT0003978,Installment,AS AGREED,OPEN,2011-07-29,2021-07-26,2021-06-05,34891,0,19336,0,0,0,0,XP/TU,,122,0
3979,399,KeyBank,ACCT0003979,Revolving,AS AGREED,OPEN,2015-11-30,2021-07-23,2021-03-23,3000,3000,1921,0,0,0,0,EF,0.6403,70,0
3980,399,LVNV Funding,ACCT0003980,Revolving,AS AGREED,OPEN,2015-11-02,2021-08-30,2021-06-11,15000,15000,9503,0,0,0,0,XP/TU,0.6335,70,0
3981,399,Rocket Mortgage,ACCT0003981,Auto,AS AGREED,OPEN,2019-03-31,2021-08-19,2021-07-24,33404,0,23627,0,0,0,0,XP/TU,,30,0
3982,400,USAA,ACCT0003982,Mortgage,CHARGE OFF,DEROGATORY,2018-05-27,2022-03-02,2021-09-08,332404,332404,227176,227176,3,4,1,TU/EF,0.6834,46,1
3983,400,AT&T,ACCT0003983,Revolving,AS AGREED,OPEN,2018-01-30,2022-02-10,2021-11-08,10000,10000,3191,0,0,0,0,XP/TU,0.3191,50,0
3984,400,Chase,ACCT0003984,Auto,AS AGREED,OPEN,2021-04-14,2022-03-05,2021-12-15,31658,0,9904,0,0,0,0,TU,,11,0
3985,400,Capital One,ACCT0003985,Revolving,AS AGREED,OPEN,2010-11-02,2022-03-14,2022-01-31,15000,15000,7675,0,0,0,0,XP/EF,0.5117,136,0
3986,400,Navient,ACCT0003986,Mortgage,AS AGREED,OPEN,2010-09-20,2022-03-12,2022-02-19,147052,147052,19917,0,2,0,0,XP/TU/EF,0.1354,138,0
3987,400,Navy Federal,ACCT0003987,Other,AS AGREED,OPEN,2011-02-03,2022-02-23,2021-09-01,5000,5000,876,0,0,0,0,XP/TU/EF,0.1752,133,0
3988,400,Synchrony,ACCT0003988,Installment,PAID,CLOSED,2020-03-25,2022-03-12,2022-01-24,53426,0,0,0,0,0,0,XP/TU/EF,,24,0
3989,400,Jefferson Capital,ACCT0003989,Mortgage,AS AGREED,OPEN,2019-09-20,2022-03-15,2021-11-05,113146,113146,15127,0,0,0,0,XP/EF,0.1337,30,0
3990,400,Ally Financial,ACCT0003990,Auto,AS AGREED,OPEN,2015-01-15,2022-03-03,2021-11-19,50476,0,18042,0,2,0,0,TU/EF,,86,0
3991,400,Chase,ACCT0003991,Auto,AS AGREED,OPEN,2011-06-05,2022-02-03,2021-11-14,58994,0,19346,0,0,0,0,XP/EF,,129,0
3992,400,Barclays,ACCT0003992,Auto,CLOSED,CLOSED,2012-11-28,2022-02-07,2021-10-13,14773,0,0,0,0,0,0,TU,,112,0
3993,400,Toyota Motor Credit,ACCT0003993,Auto,AS AGREED,OPEN,2009-07-28,2022-02-11,2021-10-29,50369,0,37558,0,0,0,0,TU/EF,,152,0
3994,400,LendingClub,ACCT0003994,Other,CLOSED,CLOSED,2018-11-10,2022-02-20,2022-02-09,7500,7500,0,0,0,0,0,XP,0.0,40,0
3995,401,LVNV Funding,ACCT0003995,Auto,CUR WAS 90,DEROGATORY,2022-05-08,2022-09-20,2022-09-09,14071,0,4734,971,1,1,2,XP/TU,,5,1
3996,401,Navient,ACCT0003996,Other,AS AGREED,OPEN,2015-03-11,2022-09-13,2022-06-30,500,500,314,0,0,0,0,XP/TU,0.628,91,0
3997,401,Bank of America,ACCT0003997,Mortgage,AS AGREED,OPEN,2019-03-23,2022-10-02,2022-09-12,281516,281516,135868,0,0,0,0,XP/TU,0.4826,43,0
3998,401,Bank of America,ACCT0003998,Auto,AS AGREED,OPEN,2009-06-22,2022-09-18,2022-03-05,57393,0,16891,0,0,0,0,XP,,160,0
3999,401,Navy Federal,ACCT0003999,Revolving,PAID,CLOSED,2012-11-12,2022-09-14,2022-05-17,7500,7500,0,0,0,0,0,TU/EF,0.0,119,0
4000,401,Truist,ACCT0004000,Mortgage,AS AGREED,OPEN,2018-06-19,2022-10-02,2022-04-24,264372,264372,152146,0,1,0,0,XP,0.5755,52,0
4001,401,Synchrony,ACCT0004001,Revolving,AS AGREED,OPEN,2017-12-11,2022-09-13,2022-09-08,1000,1000,518,0,0,0,0,TU,0.518,58,0
4002,401,HSBC,ACCT0004002,Installment,AS AGREED,OPEN,2012-09-25,2022-09-21,2022-08-16,19778,0,4109,0,2,0,0,XP/TU/EF,,121,0
4003,401,TD Bank,ACCT0004003,Other,AS AGREED,OPEN,2020-10-11,2022-09-11,2022-03-25,500,500,261,0,0,0,0,EF,0.522,24,0
4004,401,Cavalry Portfolio,ACCT0004004,Installment,CLOSED,CLOSED,2013-10-25,2022-09-09,2022-07-22,13316,0,0,0,0,0,0,EF,,108,0
4005,402,USAA,ACCT0004005,Other,CHARGE OFF,DEROGATORY,2022-02-03,2022-05-04,2022-01-11,500,500,390,390,2,5,4,TU,0.78,4,1
4006,402,Midland Credit,ACCT0004006,Installment,AS AGREED,OPEN,2014-02-01,2022-05-12,2021-11-01,50407,0,42194,0,0,0,0,XP,,100,0
4007,402,Barclays,ACCT0004007,Mortgage,CLOSED,CLOSED,2015-10-10,2022-05-24,2022-01-30,168800,168800,0,0,1,0,0,XP/TU/EF,0.0,80,0
4008,402,Rocket Mortgage,ACCT0004008,Other,CLOSED,CLOSED,2022-03-11,2022-05-09,2022-03-03,1500,1500,0,0,2,0,0,XP/EF,0.0,3,0
4009,402,Rocket Mortgage,ACCT0004009,Installment,AS AGREED,OPEN,2009-09-18,2022-05-27,2022-01-22,21584,0,15724,0,0,0,0,XP/EF,,153,0
4010,402,Truist,ACCT0004010,Mortgage,AS AGREED,OPEN,2013-12-27,2022-05-31,2021-11-25,126420,126420,100252,0,0,0,0,XP/TU,0.793,102,0
4011,403,Verizon,ACCT0004011,Revolving,CUR WAS 60,DEROGATORY,2022-10-04,2022-12-04,2022-08-02,1000,1000,440,90,3,3,0,XP/TU,0.44,3,1
4012,403,Ally Financial,ACCT0004012,Auto,AS AGREED,OPEN,2014-04-04,2022-12-19,2022-10-21,26783,0,13155,0,0,0,0,XP/EF,,105,0
4013,403,SoFi,ACCT0004013,Installment,AS AGREED,OPEN,2020-12-24,2022-11-26,2022-09-13,56205,0,19935,0,0,0,0,EF,,25,0
4014,403,Cavalry Portfolio,ACCT0004014,Auto,AS AGREED,OPEN,2011-05-09,2022-11-24,2022-10-12,35365,0,27980,0,1,0,0,XP/TU,,140,0
4015,403,SoFi,ACCT0004015,Installment,AS AGREED,OPEN,2015-04-12,2022-11-29,2022-11-20,62625,0,36240,0,2,0,0,TU/EF,,93,0
4016,403,Bank of America,ACCT0004016,Mortgage,AS AGREED,OPEN,2018-07-28,2022-12-26,2022-09-02,475720,475720,408809,0,1,0,0,XP/TU,0.8593,54,0
4017,403,Pennymac,ACCT0004017,Revolving,AS AGREED,OPEN,2011-07-10,2022-12-05,2022-09-14,15000,15000,7160,0,0,0,0,EF,0.4773,138,0
4018,403,Upgrade,ACCT0004018,Auto,AS AGREED,OPEN,2015-10-24,2022-12-14,2022-10-09,50328,0,28801,0,0,0,0,XP,,87,0
4019,404,Toyota Motor Credit,ACCT0004019,Auto,CUR WAS 90,DEROGATORY,2019-12-14,2023-01-23,2022-09-20,39037,0,5496,1897,1,1,2,XP/EF,,39,1
4020,404,Bank of America,ACCT0004020,Revolving,AS AGREED,OPEN,2009-03-21,2023-01-28,2022-12-05,1000,1000,489,0,0,0,0,TU/EF,0.489,168,0
4021,404,Jefferson Capital,ACCT0004021,Installment,AS AGREED,OPEN,2022-11-03,2023-01-23,2022-12-05,8589,0,2398,0,0,0,0,XP,,4,0
4022,404,Bank of America,ACCT0004022,Mortgage,AS AGREED,OPEN,2013-08-13,2023-02-26,2022-12-25,331222,331222,61368,0,0,0,0,XP/EF,0.1853,115,0
4023,404,PNC Bank,ACCT0004023,Mortgage,AS AGREED,OPEN,2021-05-10,2023-01-31,2022-08-24,549921,549921,369251,0,2,0,0,TU/EF,0.6715,22,0
4024,404,Synchrony,ACCT0004024,Auto,AS AGREED,OPEN,2014-02-14,2023-02-24,2022-08-31,16627,0,3389,0,0,6,0,XP/EF,,109,0
4025,405,SoFi,ACCT0004025,Installment,COLLECTION,DEROGATORY,2023-01-08,2023-03-03,2022-10-16,30959,0,26685,26685,0,5,1,TU,,3,1
4026,405,Regions Bank,ACCT0004026,Other,AS AGREED,OPEN,2018-04-21,2023-03-27,2023-03-17,1000,1000,764,0,0,0,0,XP/EF,0.764,60,0
4027,405,Navient,ACCT0004027,Auto,AS AGREED,OPEN,2019-10-05,2023-04-06,2022-12-08,47535,0,27456,0,0,0,0,XP/TU,,42,0
4028,405,Ally Financial,ACCT0004028,Mortgage,AS AGREED,OPEN,2015-02-24,2023-03-02,2023-02-14,162914,162914,26693,0,2,0,0,TU/EF,0.1638,98,0
4029,405,Portfolio Recovery,ACCT0004029,Mortgage,AS AGREED,OPEN,2016-07-01,2023-03-10,2023-01-11,107724,107724,94115,0,0,0,0,XP/EF,0.8737,81,0
4030,405,Ally Financial,ACCT0004030,Other,CLOSED,CLOSED,2015-10-06,2023-03-28,2023-01-30,300,300,0,0,0,0,0,XP/TU,0.0,90,0
4031,405,Synchrony,ACCT0004031,Auto,AS AGREED,OPEN,2017-05-09,2023-03-29,2023-02-28,50039,0,42188,0,0,0,0,TU/EF,,71,0
4032,405,TD Bank,ACCT0004032,Installment,AS AGREED,OPEN,2010-07-20,2023-04-01,2022-10-04,22459,0,3433,0,0,0,0,XP/TU/EF,,153,0
4033,405,PNC Bank,ACCT0004033,Auto,AS AGREED,OPEN,2019-05-13,2023-03-11,2022-08-30,28946,0,12810,0,0,0,0,XP/TU,,47,0
4034,405,Rocket Mortgage,ACCT0004034,Other,AS AGREED,OPEN,2015-03-04,2023-03-13,2023-03-07,2000,2000,1642,0,0,0,0,TU/EF,0.821,97,0
4035,405,KeyBank,ACCT0004035,Mortgage,AS AGREED,OPEN,2010-05-15,2023-02-28,2022-11-23,515442,515442,155900,0,0,0,0,XP/TU,0.3025,155,0
4036,405,Upgrade,ACCT0004036,Other,AS AGREED,OPEN,2019-12-26,2023-04-02,2022-12-14,1500,1500,618,0,1,0,0,XP/EF,0.412,40,0
4037,405,Discover,ACCT0004037,Auto,AS AGREED,OPEN,2013-05-01,2023-03-15,2022-08-31,6274,0,4327,0,0,0,0,XP/EF,,119,0
4038,406,Pennymac,ACCT0004038,Revolving,AS AGREED,OPEN,2009-09-19,2020-08-19,2020-02-22,5000,5000,1179,0,0,0,0,XP/TU/EF,0.2358,132,0
4039,406,Ally Financial,ACCT0004039,Installment,AS AGREED,OPEN,2019-09-10,2020-08-09,2020-06-06,9633,0,4604,0,0,0,0,TU/EF,,12,0
4040,406,Synchrony,ACCT0004040,Installment,PAID,CLOSED,2016-02-16,2020-09-15,2020-03-12,38764,0,0,0,0,0,0,TU,,55,0
4041,406,GTE Southwest,ACCT0004041,Installment,AS AGREED,OPEN,2019-08-26,2020-09-02,2020-03-20,24077,0,7386,0,0,0,0,TU/EF,,13,0
4042,406,GTE Southwest,ACCT0004042,Mortgage,AS AGREED,OPEN,2019-10-26,2020-09-08,2020-05-18,371945,371945,242890,0,0,0,0,XP/TU/EF,0.653,11,0
4043,407,PNC Bank,ACCT0004043,Auto,AS AGREED,OPEN,2010-09-14,2020-12-25,2020-10-07,6555,0,2659,0,0,0,0,XP/TU,,124,0
4044,407,Regions Bank,ACCT0004044,Mortgage,AS AGREED,OPEN,2011-10-27,2021-01-23,2020-08-02,504665,504665,136555,0,0,0,0,XP/TU,0.2706,111,0
4045,407,HSBC,ACCT0004045,Installment,AS AGREED,OPEN,2013-04-15,2020-12-26,2020-09-21,10596,0,2141,0,0,0,0,TU/EF,,93,0
4046,407,TD Bank,ACCT0004046,Revolving,AS AGREED,OPEN,2020-10-25,2020-12-23,2020-08-13,5000,5000,1376,0,0,0,0,TU,0.2752,3,0
4047,407,Ally Financial,ACCT0004047,Auto,AS AGREED,OPEN,2013-11-15,2021-01-03,2020-07-05,56629,0,21800,0,0,0,0,XP/TU,,86,0
4048,407,Verizon,ACCT0004048,Auto,AS AGREED,OPEN,2012-11-04,2021-01-13,2020-07-16,26275,0,17713,0,0,0,0,XP/EF,,98,0
4049,407,LendingClub,ACCT0004049,Auto,AS AGREED,OPEN,2011-12-06,2020-12-22,2020-10-10,24045,0,15016,0,0,0,0,XP/TU/EF,,109,0
4050,407,Ally Financial,ACCT0004050,Mortgage,AS AGREED,OPEN,2009-08-18,2021-01-17,2020-12-06,286036,286036,58197,0,0,0,0,XP,0.2035,137,0
4051,407,Pennymac,ACCT0004051,Revolving,AS AGREED,OPEN,2020-10-25,2021-01-19,2020-09-03,750,750,104,0,0,0,0,XP/EF,0.1387,3,0
4052,407,Sallie Mae,ACCT0004052,Auto,AS AGREED,OPEN,2019-06-19,2020-12-22,2020-10-31,6704,0,1180,0,0,0,0,TU,,19,0
4053,407,USAA,ACCT0004053,Revolving,AS AGREED,OPEN,2013-11-05,2020-12-24,2020-09-26,500,500,77,0,0,0,0,XP/TU/EF,0.154,86,0
4054,407,American Express,ACCT0004054,Mortgage,AS AGREED,OPEN,2011-04-14,2020-12-09,2020-07-10,486023,486023,262171,0,0,0,0,XP/TU/EF,0.5394,117,0
4055,408,Santander,ACCT0004055,Mortgage,PAID,CLOSED,2016-04-27,2021-03-27,2020-10-19,180406,180406,0,0,0,0,0,TU/EF,0.0,59,0
4056,408,Jefferson Capital,ACCT0004056,Auto,PAID,CLOSED,2016-11-09,2021-03-16,2020-11-05,27018,0,0,0,0,0,0,XP/EF,,52,0
4057,408,Navient,ACCT0004057,Auto,AS AGREED,OPEN,2021-02-07,2021-03-13,2020-09-02,49786,0,36297,0,0,0,0,XP/EF,,1,0
4058,408,Navy Federal,ACCT0004058,Revolving,AS AGREED,OPEN,2011-03-24,2021-03-28,2020-11-30,2000,2000,546,0,0,0,0,XP/EF,0.273,120,0
4059,408,Ford Motor Credit,ACCT0004059,Mortgage,PAID,CLOSED,2019-08-08,2021-02-17,2020-08-21,268234,268234,0,0,0,0,0,TU,0.0,19,0
4060,408,Chase,ACCT0004060,Revolving,AS AGREED,OPEN,2012-07-06,2021-03-20,2020-11-19,750,750,122,0,0,0,0,EF,0.1627,104,0
4061,408,Rocket Mortgage,ACCT0004061,Installment,AS AGREED,OPEN,2009-04-20,2021-03-03,2020-10-07,25787,0,9222,0,0,0,0,XP/TU/EF,,143,0
4062,408,Verizon,ACCT0004062,Installment,AS AGREED,OPEN,2014-05-02,2021-02-20,2020-11-16,33949,0,17168,-277,0,0,0,XP/EF,,82,0
4063,408,Fifth Third,ACCT0004063,Revolving,AS AGREED,OPEN,2018-02-18,2021-03-19,2020-10-31,300,300,53,-405,0,0,0,EF,0.1767,37,0
4064,408,LVNV Funding,ACCT0004064,Revolving,CLOSED,CLOSED,2019-04-19,2021-03-18,2020-11-19,750,750,0,0,0,0,0,TU/EF,0.0,23,0
4065,408,Midland Credit,ACCT0004065,Mortgage,PAID,CLOSED,2020-12-13,2021-03-31,2021-02-04,309696,309696,0,0,0,0,0,TU/EF,0.0,3,0
4066,408,Portfolio Recovery,ACCT0004066,Mortgage,AS AGREED,OPEN,2014-08-17,2021-03-30,2020-10-08,476350,476350,77299,0,0,0,0,XP/EF,0.1623,79,0
4067,408,Verizon,ACCT0004067,Revolving,AS AGREED,OPEN,2016-04-15,2021-02-26,2020-12-17,7500,7500,438,0,0,0,0,TU,0.0584,59,0
4068,409,LendingClub,ACCT0004068,Revolving,AS AGREED,OPEN,2012-01-01,2021-10-26,2021-05-28,1000,1000,141,0,0,0,0,EF,0.141,118,0
4069,409,Cavalry Portfolio,ACCT0004069,Auto,AS AGREED,OPEN,2013-04-01,2021-10-08,2021-05-02,20902,0,14077,0,0,0,0,EF,,103,0
4070,409,TD Bank,ACCT0004070,Revolving,AS AGREED,OPEN,2019-08-24,2021-11-03,2021-05-18,1500,1500,166,0,0,0,0,TU,0.1107,27,0
4071,409,Capital One,ACCT0004071,Auto,AS AGREED,OPEN,2010-06-21,2021-11-01,2021-06-16,49128,0,17428,0,0,0,0,TU,,137,0
4072,409,Citi,ACCT0004072,Mortgage,PAID,CLOSED,2019-01-09,2021-09-21,2021-04-23,308178,308178,0,0,0,0,0,TU,0.0,34,0
4073,409,GEMB/JCP,ACCT0004073,Other,AS AGREED,OPEN,2021-01-04,2021-09-19,2021-04-17,10000,10000,8776,0,0,0,0,XP/EF,0.8776,10,0
4074,409,Wells Fargo,ACCT0004074,Auto,PAID,CLOSED,2019-09-12,2021-09-30,2021-05-23,59993,0,0,0,0,0,0,TU/EF,,26,0
4075,409,GTE Southwest,ACCT0004075,Other,AS AGREED,OPEN,2018-01-28,2021-10-13,2021-09-24,500,500,423,0,0,0,0,XP/EF,0.846,46,0
4076,409,GTE Southwest,ACCT0004076,Mortgage,AS AGREED,OPEN,2019-08-26,2021-10-22,2021-09-06,143776,143776,65133,0,0,0,0,XP/EF,0.453,27,0
4077,409,Portfolio Recovery,ACCT0004077,Mortgage,AS AGREED,OPEN,2019-05-08,2021-10-16,2021-06-16,584268,584268,69067,0,0,0,0,XP,0.1182,30,0
4078,409,Toyota Motor Credit,ACCT0004078,Mortgage,AS AGREED,OPEN,2021-05-20,2021-10-02,2021-04-14,200040,200040,143478,0,0,0,0,XP/TU/EF,0.7172,6,0
4079,410,Midland Credit,ACCT0004079,Auto,CUR WAS 30,DEROGATORY,2017-03-11,2019-12-14,2019-11-23,9648,0,4169,799,2,0,0,XP,,34,1
4080,410,Rocket Mortgage,ACCT0004080,Auto,AS AGREED,OPEN,2012-08-18,2019-12-09,2019-08-29,63179,0,34135,0,1,0,0,XP/TU/EF,,89,0
4081,410,Sallie Mae,ACCT0004081,Other,AS AGREED,OPEN,2012-05-09,2020-01-01,2019-12-21,7500,7500,3078,0,0,0,0,XP/TU,0.4104,92,0
4082,410,Portfolio Recovery,ACCT0004082,Auto,AS AGREED,OPEN,2009-11-17,2019-12-08,2019-06-16,31334,0,16920,0,0,0,0,TU,,122,0
4083,410,Synchrony,ACCT0004083,Mortgage,AS AGREED,OPEN,2013-09-22,2019-12-01,2019-07-21,205721,205721,56655,0,0,0,0,EF,0.2754,76,0
4084,410,Chase,ACCT0004084,Mortgage,AS AGREED,OPEN,2015-05-29,2019-12-01,2019-09-09,588136,588136,134318,0,0,0,0,TU/EF,0.2284,56,0
4085,410,PNC Bank,ACCT0004085,Auto,AS AGREED,OPEN,2018-08-21,2019-12-06,2019-09-15,18607,0,10721,0,0,0,0,XP/TU/EF,,17,0
4086,411,SoFi,ACCT0004086,Revolving,CHARGE OFF,DEROGATORY,2012-05-27,2020-07-09,2020-06-18,300,300,124,124,3,4,4,XP/TU,0.4133,99,1
4087,411,Fifth Third,ACCT0004087,Other,AS AGREED,OPEN,2009-04-18,2020-07-11,2020-01-10,7500,7500,5407,0,0,0,0,XP/EF,0.7209,136,0
4088,411,Citi,ACCT0004088,Revolving,AS AGREED,OPEN,2017-10-13,2020-08-03,2020-03-30,5000,5000,1619,0,0,0,0,XP/TU/EF,0.3238,34,0
4089,411,Capital One,ACCT0004089,Revolving,AS AGREED,OPEN,2012-06-16,2020-08-04,2020-03-11,500,500,175,0,0,0,0,TU,0.35,98,0
4090,411,GEMB/JCP,ACCT0004090,Other,AS AGREED,OPEN,2019-05-30,2020-07-18,2020-01-10,3000,3000,1179,0,0,0,0,XP/EF,0.393,15,0
4091,412,GTE Southwest,ACCT0004091,Other,CUR WAS 60,DEROGATORY,2009-07-23,2020-12-09,2020-06-21,300,300,236,42,1,1,0,XP/TU/EF,0.7867,137,1
4092,412,Verizon,ACCT0004092,Mortgage,AS AGREED,OPEN,2017-11-21,2020-12-15,2020-07-30,215893,215893,115743,0,0,0,0,XP/EF,0.5361,37,0
4093,412,Verizon,ACCT0004093,Revolving,PAID,CLOSED,2019-03-23,2020-11-11,2020-05-01,1000,1000,0,0,1,0,0,TU,0.0,21,0
4094,412,Bank of America,ACCT0004094,Installment,CLOSED,CLOSED,2015-02-13,2020-11-08,2020-07-04,29727,0,0,0,0,0,0,EF,,70,0
4095,412,LVNV Funding,ACCT0004095,Installment,PAID,CLOSED,2019-02-25,2020-11-24,2020-10-29,24540,0,0,0,0,0,0,TU/EF,,22,0
4096,412,Cavalry Portfolio,ACCT0004096,Other,AS AGREED,OPEN,2013-03-12,2020-12-04,2020-07-01,5000,5000,3924,0,0,0,0,TU,0.7848,93,0
4097,412,Bank of America,ACCT0004097,Revolving,AS AGREED,OPEN,2012-07-29,2020-11-13,2020-08-31,10000,10000,4565,0,0,0,0,EF,0.4565,101,0
4098,412,Verizon,ACCT0004098,Revolving,AS AGREED,OPEN,2012-03-02,2020-12-12,2020-06-27,10000,10000,2904,0,0,0,0,XP/EF,0.2904,105,0
4099,413,Upgrade,ACCT0004099,Mortgage,CHARGE OFF,DEROGATORY,2021-06-18,2021-08-24,2021-06-25,594802,594802,275385,275385,6,4,3,EF,0.463,3,1
4100,413,HSBC,ACCT0004100,Revolving,AS AGREED,OPEN,2016-07-21,2021-08-08,2021-05-26,1500,1500,800,0,1,0,0,XP,0.5333,62,0
4101,413,GTE Southwest,ACCT0004101,Other,AS AGREED,OPEN,2021-03-25,2021-08-05,2021-04-06,300,300,47,0,0,0,0,TU/EF,0.1567,6,0
4102,413,Midland Credit,ACCT0004102,Installment,AS AGREED,OPEN,2010-07-01,2021-09-07,2021-08-13,57723,0,7298,0,0,0,0,XP/TU,,134,0
4103,413,Portfolio Recovery,ACCT0004103,Installment,AS AGREED,OPEN,2010-10-25,2021-09-14,2021-08-30,39489,0,17243,0,0,0,0,EF,,131,0
4104,413,American Express,ACCT0004104,Auto,CLOSED,CLOSED,2020-08-08,2021-08-23,2021-07-18,16980,0,0,0,2,0,0,XP/TU/EF,,13,0
4105,413,Pennymac,ACCT0004105,Auto,AS AGREED,OPEN,2010-12-27,2021-09-15,2021-06-19,61499,0,16454,0,0,0,0,XP/EF,,129,0
4106,413,Barclays,ACCT0004106,Other,AS AGREED,OPEN,2009-09-27,2021-08-18,2021-08-16,3000,3000,1508,0,0,0,0,TU/EF,0.5027,144,0
4107,414,Bank of America,ACCT0004107,Other,CHARGE OFF,DEROGATORY,2021-01-26,2021-03-15,2020-09-28,2000,2000,1493,1493,4,2,1,EF,0.7465,3,1
4108,414,Regions Bank,ACCT0004108,Revolving,AS AGREED,OPEN,2015-11-14,2021-03-24,2021-02-02,300,300,94,0,0,0,0,EF,0.3133,65,0
4109,414,Navy Federal,ACCT0004109,Installment,AS AGREED,OPEN,2019-04-27,2021-04-07,2021-02-11,41601,0,26768,0,0,0,0,XP/TU/EF,,24,0
4110,414,Navy Federal,ACCT0004110,Mortgage,AS AGREED,OPEN,2010-04-24,2021-03-30,2020-09-11,209182,209182,55330,0,0,0,0,TU/EF,0.2645,132,0
4111,414,Ford Motor Credit,ACCT0004111,Installment,AS AGREED,OPEN,2009-01-24,2021-04-22,2021-02-15,63705,0,19121,0,0,0,0,XP/TU/EF,,147,0
4112,414,Fifth Third,ACCT0004112,Other,AS AGREED,OPEN,2010-04-06,2021-03-19,2020-12-26,1500,1500,249,0,0,0,0,TU,0.166,132,0
4113,414,Fifth Third,ACCT0004113,Auto,AS AGREED,OPEN,2011-05-12,2021-04-24,2021-03-25,50360,0,15887,0,0,2,0,TU,,119,0
4114,414,Citi,ACCT0004114,Other,AS AGREED,OPEN,2010-03-14,2021-03-20,2020-10-21,1000,1000,131,0,0,0,0,XP/TU,0.131,133,0
4115,415,Synchrony,ACCT0004115,Auto,AS AGREED,OPEN,2018-01-25,2023-06-02,2023-03-20,48709,0,19062,0,0,0,0,XP/EF,,66,0
4116,415,Quicken Loans,ACCT0004116,Installment,AS AGREED,OPEN,2016-11-19,2023-06-23,2023-02-25,33825,0,12660,0,0,0,0,EF,,80,0
4117,415,Synchrony,ACCT0004117,Mortgage,AS AGREED,OPEN,2015-12-29,2023-06-25,2023-01-28,191963,191963,70296,0,0,0,0,XP,0.3662,91,0
