consumer_id,first_name,last_name,dob,state,zip_code,employment_status,annual_income
423,Justin,Miller,1962-06-23,AZ,87846,Full-Time,79050
424,Cynthia,Cruz,1997-02-21,NY,59840,Full-Time,35434
425,Edward,Turner,1971-08-23,TX,96725,Part-Time,28206
426,Jessica,Rogers,1988-05-20,TN,90962,Retired,86578
427,Larry,Sanchez,1962-02-16,AZ,56913,Part-Time,55120
428,Shirley,Nelson,1973-03-02,OH,40737,Retired,67306
429,Susan,Rogers,1997-02-04,IL,19836,Retired,83588
430,Kimberly,Reyes,1961-05-21,NC,16564,Part-Time,44965
431,Jacob,Anderson,1966-01-28,WA,22451,Self-Employed,95651
432,Ronald,Rivera,1957-01-28,GA,67372,Part-Time,58745
433,Thomas,Phillips,1972-12-03,GA,62461,Self-Employed,170958
434,Thomas,Taylor,1972-07-23,GA,17686,Unemployed,32756
435,Gary,White,1965-02-14,MN,90127,Retired,66016
436,Thomas,Evans,1977-10-01,VA,67761,Part-Time,46721
437,Samantha,Lewis,1971-11-11,MA,97797,Full-Time,122989
438,Shirley,Hall,1988-09-23,PA,96993,Retired,29481
439,William,Johnson,1979-03-27,WI,94331,Retired,104621
440,Jonathan,Adams,1987-08-28,FL,41574,Unemployed,34995
441,Sharon,Walker,1972-01-17,NV,20332,Part-Time,51218
442,Anna,Williams,1991-08-03,NY,23453,Unemployed,21395
443,Debra,Hill,1957-09-18,WI,76628,Full-Time,139176
444,Paul,Collins,1996-11-15,CA,53512,Self-Employed,96169
445,Joseph,Lewis,1994-10-16,NY,10287,Self-Employed,154555
446,Barbara,Perez,1995-05-18,NY,74542,Retired,55757
447,Margaret,Harris,2000-12-24,WI,25826,Unemployed,10444
448,Cynthia,Garcia,1980-04-15,NY,93000,Part-Time,62309
449,Stephen,Moore,1992-02-25,MN,75382,Unemployed,21727
450,Brenda,Thompson,2002-01-18,VA,85832,Unemployed,34009
451,Stephen,Roberts,1963-02-13,WA,64875,Retired,77660
452,Amy,Moore,1999-04-09,NC,28111,Unemployed,38027
453,Brian,Ramirez,1999-12-17,MD,36330,Self-Employed,175613
454,Matthew,Cook,2000-05-22,IL,81105,Self-Employed,188549
455,Samantha,Turner,1975-12-04,MN,98374,Self-Employed,129113
456,Jessica,Brown,1989-05-28,MA,59921,Unemployed,33027
457,Steven,Allen,1997-01-07,GA,29192,Self-Employed,160230
458,Jessica,Lewis,1999-05-07,MO,94819,Retired,23546
459,Jason,Roberts,1970-09-26,CA,64600,Self-Employed,150750
460,Margaret,Cruz,1998-06-18,AZ,39563,Full-Time,30729
461,Christine,Sanchez,2000-12-21,MD,35362,Self-Employed,161045
462,Sarah,Carter,1966-11-03,MA,15326,Part-Time,78697
463,James,Nelson,1990-05-05,AZ,71122,Part-Time,53451
464,Edward,Morales,1964-01-05,WI,85061,Self-Employed,134843
465,Larry,Rodriguez,1959-12-11,GA,76209,Retired,41242
466,Ronald,Nelson,1989-09-13,OH,57290,Full-Time,75610
467,Thomas,Hall,1994-09-16,TX,68414,Retired,98173
468,Jason,Anderson,1996-10-20,WA,60577,Part-Time,78458
469,Brenda,Rogers,2001-05-01,CO,68400,Retired,98024
470,Nancy,Morgan,1973-11-07,NY,79888,Self-Employed,121100
471,Jessica,Clark,1959-04-22,TN,80484,Part-Time,72192
472,Linda,Collins,2002-07-21,IL,53478,Full-Time,128635
473,Ashley,King,1959-01-06,MN,63429,Self-Employed,128418
474,Justin,Smith,1995-07-14,NY,94072,Self-Employed,38797
475,Melissa,Cook,1959-12-19,FL,23911,Full-Time,122497
476,Jason,Gomez,1998-05-20,MO,96602,Full-Time,66554
477,Donna,Jackson,1965-09-08,MD,49066,Part-Time,64308
478,Christopher,Thomas,2001-11-12,MD,15475,Full-Time,102840
479,Donald,Hall,1993-07-18,NC,37752,Retired,109800
480,George,Harris,1996-09-05,WI,25023,Part-Time,26772
481,Jennifer,Nguyen,1991-01-28,MD,98039,Retired,63997
482,Melissa,Taylor,1961-04-24,WA,97988,Retired,66442
483,Jonathan,Edwards,1961-05-20,WA,53036,Full-Time,149075
484,Brian,Diaz,1974-12-19,CO,32103,Part-Time,52222
485,Karen,Nelson,1970-04-23,CO,72908,Unemployed,15909
486,Richard,Scott,1977-05-16,WI,28350,Retired,30762
487,Stephen,Brown,1967-05-24,TX,86269,Full-Time,126038
488,Eric,Martin,1992-04-02,MD,57948,Retired,45076
489,Brenda,Lopez,1992-12-28,MA,62007,Self-Employed,58170
490,Karen,Edwards,1955-11-08,MA,30869,Retired,85016
491,Melissa,Garcia,1991-11-28,VA,38681,Part-Time,63585
492,Larry,Campbell,1969-02-09,OH,60868,Self-Employed,74753
493,Emily,King,1984-01-02,MA,85842,Self-Employed,53094
494,Larry,Allen,1966-07-21,FL,59326,Unemployed,18762
495,Jonathan,Morris,1969-09-13,CO,89195,Self-Employed,171334
496,Sandra,Martin,1963-08-06,AZ,34498,Part-Time,19641
497,Ronald,Anderson,1993-12-27,TN,73113,Full-Time,117192
498,Robert,Young,1985-04-19,TN,15655,Part-Time,57672
499,Christopher,Davis,1992-03-05,MN,31802,Retired,24195
500,Steven,Hernandez,1966-09-13,TX,38389,Retired,111899
501,Christopher,White,1985-08-06,WI,91685,Part-Time,69885
502,Katherine,Rodriguez,1971-03-24,WI,40122,Self-Employed,188741
503,Cynthia,Martin,1963-02-01,MA,89365,Part-Time,49364
504,Stephen,Thomas,1985-10-20,MD,22214,Full-Time,146092
505,Larry,Turner,1963-10-18,TN,58546,Full-Time,148655
506,Jason,Hall,1999-09-14,VA,87207,Part-Time,77092
507,Ashley,Hernandez,1999-10-04,VA,47128,Unemployed,11311
508,Samantha,Gutierrez,1989-07-09,TX,25444,Part-Time,14864
509,Lisa,Diaz,1979-11-07,NY,95403,Self-Employed,103704
510,Jeffrey,Clark,1971-09-14,AZ,64162,Retired,54980
511,George,Flores,1990-08-06,VA,85713,Self-Employed,128585
512,Ashley,Edwards,2000-07-24,NY,31206,Part-Time,71528
513,William,Lee,1987-07-26,WI,61000,Self-Employed,168621
514,Kathleen,Lopez,1955-02-27,WI,18399,Part-Time,45960
515,Raymond,Gutierrez,1978-02-20,NV,47548,Full-Time,125647
516,Maria,Sanchez,1993-01-25,MO,96099,Part-Time,57207
517,Larry,Robinson,1988-05-07,MA,90634,Full-Time,133580
518,Emily,Phillips,1957-06-08,FL,56285,Full-Time,159151
519,Susan,Torres,1980-10-07,FL,83284,Retired,21949
520,Nicholas,Phillips,1977-06-27,OH,85354,Self-Employed,73474
521,Donna,Baker,1966-07-17,MA,25336,Full-Time,103521
522,Jason,Morris,1971-09-27,MO,41886,Retired,44088
523,Thomas,King,1984-11-15,VA,18854,Retired,101788
524,Melissa,Gutierrez,1969-11-23,TN,80208,Part-Time,67870
525,Jennifer,Thompson,1971-04-10,WA,72463,Full-Time,82217
526,Anna,Sanchez,1968-10-09,OH,40783,Part-Time,77672
527,Melissa,Martin,1971-04-08,WI,23983,Part-Time,70190
528,Barbara,Morris,1960-11-22,MD,58653,Unemployed,26765
529,Emily,Gomez,1986-10-28,MA,39110,Self-Employed,117277
530,Michael,Cook,1963-01-17,MD,55519,Unemployed,22401
531,Brian,Johnson,1998-03-15,MO,11549,Full-Time,122145
532,Betty,King,1979-10-04,AZ,41082,Self-Employed,95881
533,Cynthia,Mitchell,1994-06-12,OH,57851,Part-Time,47767
534,Ashley,Gonzalez,1972-08-06,MN,45382,Retired,32866
535,Eric,Johnson,1990-07-28,IL,33148,Unemployed,13313
536,Edward,Allen,1963-11-17,VA,83680,Retired,88448
537,Eric,Gonzalez,1958-07-04,AZ,68963,Part-Time,18504
538,Kevin,Williams,1971-06-12,AZ,63970,Retired,73071
539,Matthew,Torres,1998-10-07,MD,56544,Retired,74806
540,Raymond,Torres,1987-08-25,NV,70784,Unemployed,35646
541,Samantha,Phillips,1964-03-21,WI,19351,Self-Employed,105852
542,Christine,Gomez,1976-04-11,AZ,45553,Self-Employed,144138
543,Nancy,White,1978-12-19,TN,13027,Retired,111549
544,Jessica,Gonzalez,1970-11-09,NV,18361,Full-Time,57090
545,Richard,Wilson,1985-09-02,MA,44400,Full-Time,131842
546,Gary,Taylor,1960-11-13,NC,27206,Self-Employed,73981
547,Eric,Reyes,1965-01-02,WA,80855,Self-Employed,178477
548,Nicholas,Parker,1990-08-05,WI,78610,Retired,37194
549,Gary,Flores,1989-05-12,FL,57943,Unemployed,24377
550,Kevin,Torres,1964-05-01,IL,71498,Full-Time,98810
551,Donna,Robinson,1999-08-25,TN,10946,Unemployed,16647
552,Stephanie,Carter,1967-07-18,GA,38913,Unemployed,19711
553,Kenneth,Torres,1982-11-08,WI,94994,Retired,92595
554,Thomas,Collins,1972-07-07,NC,90967,Full-Time,53333
555,William,Morgan,1999-10-16,IL,12900,Part-Time,35886
556,Ashley,Lopez,1961-05-09,TX,29750,Part-Time,62203
557,Deborah,Reyes,1968-06-14,VA,14159,Self-Employed,166116
558,Betty,Harris,1964-01-09,VA,42778,Unemployed,9298
559,Dorothy,Jones,1955-02-25,MO,36106,Part-Time,40166
560,Carol,Lee,1961-09-22,NC,92465,Part-Time,46037
561,Margaret,Campbell,2002-09-17,NC,16827,Full-Time,62791
562,Emily,Thomas,1968-02-08,GA,61879,Unemployed,17449
563,Deborah,Lopez,1955-01-19,IL,42600,Unemployed,29166
564,Patricia,Rivera,1960-11-20,CA,94485,Self-Employed,190148
565,Kevin,Cruz,1989-02-05,MD,35292,Unemployed,14492
566,Jonathan,Cruz,1979-06-24,CA,83272,Part-Time,31221
567,Carol,Reyes,1999-08-07,CO,46087,Retired,38098
568,Donna,King,1993-09-06,MO,80989,Full-Time,99853
569,Debra,Campbell,1955-11-17,TX,91290,Unemployed,30623
570,Pamela,Murphy,2001-02-22,OH,82281,Retired,97736
571,David,Garcia,1973-06-14,MA,27009,Self-Employed,54292
572,Samantha,Roberts,1957-04-04,CA,96235,Unemployed,13170
573,Christine,Martinez,1994-12-19,PA,11715,Self-Employed,44128
574,Timothy,Turner,1968-11-16,CA,58374,Full-Time,91439
575,Edward,Martinez,1958-10-09,FL,38298,Retired,24333
576,Anthony,Ortiz,1961-02-24,OH,96098,Part-Time,49961
577,Samantha,Rivera,1995-03-18,NY,98407,Retired,59651
578,Sharon,Cook,1997-07-04,MD,54238,Part-Time,67357
579,Carol,Mitchell,1989-10-15,MD,64046,Self-Employed,185451
580,Sandra,Carter,1982-12-11,MD,82120,Retired,43200
581,Michael,Torres,1971-06-15,TX,88087,Unemployed,37906
582,Brian,Williams,1963-05-01,OH,46170,Self-Employed,199015
583,Nicholas,Rivera,1987-09-19,CA,30461,Retired,35089
584,Susan,Phillips,1978-10-08,NC,84588,Part-Time,31591
585,Jonathan,Gonzalez,2001-02-24,GA,88018,Self-Employed,167304
586,Ronald,Hall,1957-12-26,CA,66925,Retired,56479
587,William,Flores,1962-04-24,NV,78731,Retired,108071
588,Lisa,Miller,1989-10-05,PA,98294,Self-Employed,119197
589,Paul,Parker,1980-08-25,FL,47982,Retired,74746
590,Scott,Phillips,1964-03-11,CA,44413,Full-Time,92479
591,Helen,Sanchez,1987-07-25,VA,73944,Part-Time,65327
592,Dorothy,Young,1991-04-18,MA,19390,Retired,114524
593,Jacob,Campbell,1982-06-22,TN,55653,Retired,28948
594,Kevin,Cruz,1977-10-21,GA,91681,Full-Time,131675
595,Thomas,Miller,1957-04-07,FL,41856,Self-Employed,61832
596,Michelle,Edwards,1964-05-01,NY,71759,Self-Employed,150892
597,Kimberly,Morris,1968-12-18,MA,91663,Part-Time,28093
598,Barbara,Allen,1964-12-23,MA,32324,Full-Time,79239
599,David,Roberts,1967-12-20,TX,96556,Self-Employed,44790
600,Ashley,Carter,1997-06-28,NV,76655,Full-Time,31545
